Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Addis Ababa Central,PM2.5 - Principal,2018-01-04 11:00 PM,2018,01,04,23,37.4,106,Unhealthy for Sensitive Groups,20.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 12:00 AM,2018,01,05,00,42.2,117,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 01:00 AM,2018,01,05,01,31.1,91,Moderate,20.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 02:00 AM,2018,01,05,02,24.5,77,Moderate,18.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 03:00 AM,2018,01,05,03,22.7,73,Moderate,21.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 04:00 AM,2018,01,05,04,18.8,65,Moderate,15.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 05:00 AM,2018,01,05,05,15.9,59,Moderate,13.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 06:00 AM,2018,01,05,06,17.9,63,Moderate,20.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 07:00 AM,2018,01,05,07,18.9,65,Moderate,20.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 08:00 AM,2018,01,05,08,33.4,96,Moderate,48.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 09:00 AM,2018,01,05,09,60.7,154,Unhealthy,88.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 10:00 AM,2018,01,05,10,60.8,154,Unhealthy,61.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 11:00 AM,2018,01,05,11,53.4,145,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 12:00 PM,2018,01,05,12,40.7,114,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 01:00 PM,2018,01,05,13,36.8,104,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 02:00 PM,2018,01,05,14,31.9,93,Moderate,27.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 03:00 PM,2018,01,05,15,28.4,85,Moderate,25.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 04:00 PM,2018,01,05,16,23.7,75,Moderate,19.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 05:00 PM,2018,01,05,17,25.8,80,Moderate,28.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 06:00 PM,2018,01,05,18,25.4,79,Moderate,25.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 07:00 PM,2018,01,05,19,25.2,79,Moderate,25.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 08:00 PM,2018,01,05,20,24.1,76,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 09:00 PM,2018,01,05,21,37.0,105,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 10:00 PM,2018,01,05,22,34.0,97,Moderate,31.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-05 11:00 PM,2018,01,05,23,35.5,101,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 12:00 AM,2018,01,06,00,31.7,92,Moderate,28.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 01:00 AM,2018,01,06,01,34.8,99,Moderate,38.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 02:00 AM,2018,01,06,02,33.4,96,Moderate,32.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 03:00 AM,2018,01,06,03,35.2,100,Moderate,37.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 04:00 AM,2018,01,06,04,31.1,91,Moderate,27.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 05:00 AM,2018,01,06,05,31.5,92,Moderate,32.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 06:00 AM,2018,01,06,06,38.2,108,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 07:00 AM,2018,01,06,07,54.1,147,Unhealthy for Sensitive Groups,70.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 08:00 AM,2018,01,06,08,71.5,159,Unhealthy,89.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 09:00 AM,2018,01,06,09,104.3,176,Unhealthy,137.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 10:00 AM,2018,01,06,10,88.1,168,Unhealthy,72.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 11:00 AM,2018,01,06,11,67.0,157,Unhealthy,46.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 12:00 PM,2018,01,06,12,50.5,138,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 01:00 PM,2018,01,06,13,40.7,114,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 02:00 PM,2018,01,06,14,35.3,100,Moderate,30.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 03:00 PM,2018,01,06,15,32.6,94,Moderate,30.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 04:00 PM,2018,01,06,16,33.3,96,Moderate,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 05:00 PM,2018,01,06,17,35.1,99,Moderate,37.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 06:00 PM,2018,01,06,18,33.5,96,Moderate,32.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 07:00 PM,2018,01,06,19,36.2,103,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 08:00 PM,2018,01,06,20,38.1,107,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 09:00 PM,2018,01,06,21,48.0,132,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 10:00 PM,2018,01,06,22,63.0,155,Unhealthy,78.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-06 11:00 PM,2018,01,06,23,108.0,178,Unhealthy,153.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 12:00 AM,2018,01,07,00,80.0,164,Unhealthy,52.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 01:00 AM,2018,01,07,01,68.5,158,Unhealthy,57.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 02:00 AM,2018,01,07,02,74.7,161,Unhealthy,81.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 03:00 AM,2018,01,07,03,67.3,157,Unhealthy,60.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 04:00 AM,2018,01,07,04,58.1,152,Unhealthy,49.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 05:00 AM,2018,01,07,05,47.5,131,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 06:00 AM,2018,01,07,06,36.2,103,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 07:00 AM,2018,01,07,07,38.1,107,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 08:00 AM,2018,01,07,08,61.0,154,Unhealthy,84.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 09:00 AM,2018,01,07,09,72.0,160,Unhealthy,83.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 10:00 AM,2018,01,07,10,85.5,166,Unhealthy,99.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 11:00 AM,2018,01,07,11,64.2,155,Unhealthy,43.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 12:00 PM,2018,01,07,12,45.1,125,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 01:00 PM,2018,01,07,13,35.0,99,Moderate,25.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 02:00 PM,2018,01,07,14,31.0,91,Moderate,27.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 03:00 PM,2018,01,07,15,26.5,81,Moderate,22.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 04:00 PM,2018,01,07,16,25.2,79,Moderate,24.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 05:00 PM,2018,01,07,17,24.6,77,Moderate,24.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 06:00 PM,2018,01,07,18,23.8,76,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 07:00 PM,2018,01,07,19,23.4,75,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 08:00 PM,2018,01,07,20,26.1,80,Moderate,29.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 09:00 PM,2018,01,07,21,30.0,89,Moderate,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 10:00 PM,2018,01,07,22,27.0,82,Moderate,24.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-07 11:00 PM,2018,01,07,23,26.5,81,Moderate,26.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 12:00 AM,2018,01,08,00,25.3,79,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 01:00 AM,2018,01,08,01,24.4,77,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 02:00 AM,2018,01,08,02,20.4,68,Moderate,17.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 03:00 AM,2018,01,08,03,20.7,69,Moderate,21.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 04:00 AM,2018,01,08,04,20.8,69,Moderate,21.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 05:00 AM,2018,01,08,05,19.4,66,Moderate,18.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 06:00 AM,2018,01,08,06,22.2,72,Moderate,25.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 07:00 AM,2018,01,08,07,22.1,72,Moderate,22.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 08:00 AM,2018,01,08,08,28.5,85,Moderate,35.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 09:00 AM,2018,01,08,09,31.2,91,Moderate,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 10:00 AM,2018,01,08,10,31.6,92,Moderate,32.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 11:00 AM,2018,01,08,11,29.3,87,Moderate,27.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 12:00 PM,2018,01,08,12,27.6,84,Moderate,26.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 01:00 PM,2018,01,08,13,27.3,83,Moderate,27.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 02:00 PM,2018,01,08,14,27.1,83,Moderate,27.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 03:00 PM,2018,01,08,15,26.6,81,Moderate,26.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 04:00 PM,2018,01,08,16,24.8,78,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 05:00 PM,2018,01,08,17,24.1,76,Moderate,22.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 06:00 PM,2018,01,08,18,23.3,75,Moderate,22.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 07:00 PM,2018,01,08,19,23.9,76,Moderate,25.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 08:00 PM,2018,01,08,20,24.7,77,Moderate,26.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 09:00 PM,2018,01,08,21,24.1,76,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 10:00 PM,2018,01,08,22,23.4,75,Moderate,21.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-08 11:00 PM,2018,01,08,23,21.3,70,Moderate,18.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 12:00 AM,2018,01,09,00,20.2,68,Moderate,18.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 01:00 AM,2018,01,09,01,19.4,66,Moderate,18.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 02:00 AM,2018,01,09,02,20.3,68,Moderate,22.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 03:00 AM,2018,01,09,03,21.1,70,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 04:00 AM,2018,01,09,04,20.1,68,Moderate,18.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 05:00 AM,2018,01,09,05,20.1,68,Moderate,20.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 06:00 AM,2018,01,09,06,21.3,70,Moderate,24.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 07:00 AM,2018,01,09,07,23.2,74,Moderate,27.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 08:00 AM,2018,01,09,08,33.2,95,Moderate,42.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 09:00 AM,2018,01,09,09,47.6,131,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 10:00 AM,2018,01,09,10,45.3,125,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 11:00 AM,2018,01,09,11,40.6,114,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 12:00 PM,2018,01,09,12,37.3,105,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 01:00 PM,2018,01,09,13,37.6,106,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 02:00 PM,2018,01,09,14,37.8,107,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 03:00 PM,2018,01,09,15,37.4,106,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 04:00 PM,2018,01,09,16,39.2,110,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 05:00 PM,2018,01,09,17,38.6,109,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 06:00 PM,2018,01,09,18,36.3,103,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 07:00 PM,2018,01,09,19,38.5,108,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 08:00 PM,2018,01,09,20,34.8,99,Moderate,31.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 09:00 PM,2018,01,09,21,33.6,96,Moderate,29.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 10:00 PM,2018,01,09,22,34.8,99,Moderate,37.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-09 11:00 PM,2018,01,09,23,42.8,119,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 12:00 AM,2018,01,10,00,41.5,116,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 01:00 AM,2018,01,10,01,40.4,113,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 02:00 AM,2018,01,10,02,37.5,106,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 03:00 AM,2018,01,10,03,31.1,91,Moderate,25.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 04:00 AM,2018,01,10,04,27.0,82,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 05:00 AM,2018,01,10,05,25.5,79,Moderate,24.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 06:00 AM,2018,01,10,06,29.7,88,Moderate,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 07:00 AM,2018,01,10,07,36.8,104,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 08:00 AM,2018,01,10,08,43.4,120,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 09:00 AM,2018,01,10,09,46.2,127,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 10:00 AM,2018,01,10,10,48.1,132,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 11:00 AM,2018,01,10,11,47.0,129,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 12:00 PM,2018,01,10,12,45.5,126,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 01:00 PM,2018,01,10,13,42.2,117,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 02:00 PM,2018,01,10,14,38.1,107,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 03:00 PM,2018,01,10,15,36.0,102,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 04:00 PM,2018,01,10,16,35.5,101,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 05:00 PM,2018,01,10,17,38.8,109,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 06:00 PM,2018,01,10,18,37.5,106,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 07:00 PM,2018,01,10,19,38.9,109,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 08:00 PM,2018,01,10,20,38.9,109,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 09:00 PM,2018,01,10,21,46.3,128,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 10:00 PM,2018,01,10,22,46.1,127,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-10 11:00 PM,2018,01,10,23,52.3,142,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 12:00 AM,2018,01,11,00,50.0,137,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 01:00 AM,2018,01,11,01,47.4,130,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 02:00 AM,2018,01,11,02,41.6,116,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 03:00 AM,2018,01,11,03,38.7,109,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 04:00 AM,2018,01,11,04,36.0,102,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 05:00 AM,2018,01,11,05,34.0,97,Moderate,32.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 06:00 AM,2018,01,11,06,28.3,85,Moderate,23.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 07:00 AM,2018,01,11,07,29.1,87,Moderate,30.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 08:00 AM,2018,01,11,08,30.5,90,Moderate,32.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 09:00 AM,2018,01,11,09,37.7,106,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 10:00 AM,2018,01,11,10,39.8,112,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 11:00 AM,2018,01,11,11,42.9,119,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 12:00 PM,2018,01,11,12,39.9,112,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 01:00 PM,2018,01,11,13,34.9,99,Moderate,30.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 02:00 PM,2018,01,11,14,31.9,93,Moderate,29.0,UG/M3,1 Hr,Valid
Addis Ababa Central,PM2.5 - Principal,2018-01-11 03:00 PM,2018,01,11,15,29.4,87,Moderate,27.0,UG/M3,1 Hr,Valid
